months_as_customer,age,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
191,33,2008-02-25,OH,2000,1551.61,0,MALE,High School,armed-forces,unmarried,45000,-30400,2015-02-21,Vehicle Theft,Minor Damage,WV,Arlington,3,1,YES,1,1,2250,250,250,1750,Toyota,Corolla,2005,N
4,39,1996-09-05,IL,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,unmarried,64200,0,2015-01-13,Multi-vehicle Collision,Minor Damage,VA,Northbend,14,3,YES,1,3,54120,4510,9020,40590,Jeep,Grand Cherokee,2007,N
298,49,1998-03-16,OH,500,862.92,0,MALE,MD,machine-op-inspct,wife,0,-71700,2015-01-17,Multi-vehicle Collision,Major Damage,NY,Northbrook,16,3,NO,0,2,69480,11580,11580,46320,Saab,95,2007,N
231,43,2010-04-22,IN,2000,1331.69,0,FEMALE,Masters,adm-clerical,not-in-family,0,0,2015-02-18,Single Vehicle Collision,Minor Damage,NY,Northbend,12,1,?,1,2,66950,10300,10300,46350,Chevrolet,Malibu,2015,N
338,47,2008-01-25,OH,2000,1486.04,0,FEMALE,Associate,armed-forces,own-child,0,-56200,2015-01-14,Multi-vehicle Collision,Major Damage,OH,Northbrook,1,3,NO,2,3,64100,12820,6410,44870,Dodge,RAM,2014,Y
261,46,2000-09-10,IN,1000,870.55,0,MALE,PhD,prof-specialty,unmarried,0,-49400,2015-01-27,Single Vehicle Collision,Minor Damage,SC,Springfield,19,1,?,0,3,80280,13380,13380,53520,Chevrolet,Tahoe,2013,N
321,44,2008-04-23,IL,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,husband,0,-39100,2015-02-12,Vehicle Theft,Trivial Damage,NY,Northbend,7,1,?,1,2,4680,520,0,4160,Accura,MDX,1999,N
0,32,2011-02-18,OH,1000,1377.04,0,MALE,College,tech-support,wife,61400,-41100,2015-01-17,Multi-vehicle Collision,Minor Damage,NY,Springfield,6,4,?,1,1,39720,6620,6620,26480,Accura,MDX,2002,N
405,58,2012-04-24,IL,500,1237.88,0,MALE,MD,exec-managerial,not-in-family,0,-46900,2015-01-13,Single Vehicle Collision,Major Damage,NY,Arlington,11,1,?,0,0,63580,5780,5780,52020,Mercedes,ML350,1997,Y
304,49,2001-09-25,IN,1000,1525.86,0,FEMALE,PhD,craft-repair,own-child,0,0,2015-01-21,Single Vehicle Collision,Minor Damage,NC,Northbend,2,1,YES,1,1,73370,13340,6670,53360,Saab,95,2013,N
1,29,2006-05-24,OH,500,854.58,0,FEMALE,JD,craft-repair,other-relative,52200,0,2015-01-01,Single Vehicle Collision,Minor Damage,SC,Northbrook,15,1,?,2,3,86790,7890,23670,55230,Honda,CRV,2003,N
26,39,1992-01-30,IN,1000,770.76,0,MALE,Masters,tech-support,husband,0,-53700,2015-02-18,Single Vehicle Collision,Major Damage,WV,Columbus,0,1,NO,0,2,49800,9960,4980,34860,Mercedes,ML350,2015,N
202,38,2009-01-24,IL,2000,1132.74,0,FEMALE,Associate,armed-forces,husband,0,-37500,2015-02-04,Single Vehicle Collision,Major Damage,WV,Hillsdale,12,1,YES,1,1,77440,7040,14080,56320,Nissan,Ultima,2005,N
289,48,1995-08-29,IL,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,own-child,0,-42700,2015-01-09,Single Vehicle Collision,Total Loss,SC,Springfield,1,1,?,1,0,42900,8580,0,34320,Accura,TL,1999,N
61,26,2011-07-31,OH,2000,1188.28,6000000,FEMALE,JD,farming-fishing,wife,0,-53800,2015-02-14,Multi-vehicle Collision,Major Damage,VA,Hillsdale,16,2,YES,1,0,53820,11960,5980,35880,Ford,F150,2015,Y
334,46,2013-01-05,IL,1000,876.88,6000000,MALE,MD,sales,other-relative,0,0,2015-01-03,Single Vehicle Collision,Minor Damage,WV,Hillsdale,2,1,NO,2,1,57330,12740,6370,38220,Jeep,Grand Cherokee,1998,N
12,24,1994-11-18,IL,1000,1143.95,0,FEMALE,PhD,tech-support,other-relative,51400,0,2015-02-04,Multi-vehicle Collision,Minor Damage,NY,Riverwood,13,3,NO,2,1,53370,5930,5930,41510,Nissan,Ultima,2011,N
86,29,2014-08-30,IL,2000,1409.06,0,MALE,High School,prof-specialty,husband,74200,-68100,2015-01-30,Single Vehicle Collision,Minor Damage,NY,Northbrook,0,1,NO,2,2,62920,9680,14520,38720,Accura,MDX,2005,N
83,24,2006-01-01,IN,1000,1070.63,0,FEMALE,High School,machine-op-inspct,unmarried,0,0,2015-02-20,Multi-vehicle Collision,Total Loss,NY,Arlington,0,3,?,0,1,61600,6160,12320,43120,Honda,CRV,2003,N
126,30,1998-09-10,IL,2000,916.13,0,MALE,College,sales,unmarried,55300,-58400,2015-01-07,Multi-vehicle Collision,Total Loss,NY,Northbend,16,3,YES,2,0,74160,6180,12360,55620,Mercedes,E400,2002,N
209,38,2010-01-28,OH,500,1191.5,0,MALE,High School,priv-house-serv,husband,38600,-52900,2015-01-31,Single Vehicle Collision,Total Loss,WV,Arlington,8,1,NO,2,0,80100,8900,8900,62300,Audi,A3,2015,N
283,48,2003-01-04,OH,1000,1474.66,0,FEMALE,JD,sales,husband,0,-46200,2015-02-17,Parked Car,Trivial Damage,NY,Hillsdale,9,1,?,2,3,6560,820,820,4920,Volkswagen,Jetta,2003,N
194,34,2004-05-24,IL,1000,1193.45,0,MALE,JD,other-service,not-in-family,0,0,2015-01-24,Single Vehicle Collision,Total Loss,WV,Northbend,11,1,?,2,1,58800,11760,5880,41160,Nissan,Pathfinder,1997,N
184,38,1994-09-12,IL,1000,1437.53,0,FEMALE,College,transport-moving,not-in-family,0,0,2015-02-02,Multi-vehicle Collision,Minor Damage,PA,Northbrook,6,3,?,0,2,53730,11940,5970,35820,Dodge,RAM,2013,Y
479,60,1997-07-07,IL,2000,1304.83,0,FEMALE,College,other-service,husband,0,0,2015-01-09,Single Vehicle Collision,Total Loss,NY,Arlington,18,1,NO,0,0,60600,5050,10100,45450,Honda,Civic,2001,N
284,48,1991-03-01,OH,1000,1168.8,0,FEMALE,JD,tech-support,other-relative,0,-42400,2015-02-28,Single Vehicle Collision,Total Loss,NY,Northbrook,11,1,?,0,3,35750,6500,3250,26000,Mercedes,E400,2001,N
65,27,2001-09-29,IN,1000,1164.97,0,FEMALE,College,adm-clerical,wife,43000,-42500,2015-01-17,Single Vehicle Collision,Total Loss,WV,Arlington,17,1,?,1,2,42840,3570,7140,32130,Chevrolet,Silverado,2004,N
222,39,2012-01-10,IL,1000,1232.72,0,MALE,High School,armed-forces,own-child,87800,-51200,2015-02-09,Multi-vehicle Collision,Major Damage,SC,Springfield,21,3,?,1,0,87960,14660,14660,58640,Jeep,Wrangler,1999,Y
196,41,2001-07-05,IL,2000,1800.76,0,MALE,JD,protective-serv,other-relative,0,-78600,2015-01-14,Multi-vehicle Collision,Minor Damage,SC,Hillsdale,0,3,NO,1,0,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N
253,43,1991-08-07,IL,500,1187.01,7000000,FEMALE,Associate,tech-support,unmarried,46300,-33000,2015-02-02,Vehicle Theft,Trivial Damage,NY,Northbrook,9,1,NO,0,1,3840,640,640,2560,Chevrolet,Tahoe,2014,N
280,43,2012-07-24,IN,1000,1559.34,0,MALE,JD,transport-moving,own-child,0,-51600,2015-02-17,Single Vehicle Collision,Total Loss,NY,Riverwood,1,1,NO,0,2,77000,14000,7000,56000,Accura,RSX,2004,N
5,26,2014-07-27,IL,2000,1137.02,0,FEMALE,PhD,farming-fishing,not-in-family,31500,0,2015-01-25,Single Vehicle Collision,Total Loss,WV,Springfield,22,1,YES,1,3,88110,16020,16020,56070,Audi,A5,2003,N
220,42,1994-08-08,IN,1000,1281.72,0,MALE,College,farming-fishing,other-relative,33500,-49500,2015-02-13,Multi-vehicle Collision,Minor Damage,SC,Northbend,20,4,NO,0,2,47740,4340,4340,39060,Honda,Civic,2005,N
85,30,2001-12-09,OH,1000,796.35,0,FEMALE,MD,craft-repair,own-child,72400,-77000,2015-02-20,Multi-vehicle Collision,Total Loss,SC,Northbend,9,3,YES,2,1,58960,5360,10720,42880,Ford,F150,2004,N
266,46,1990-03-14,OH,500,1270.02,0,FEMALE,Associate,tech-support,own-child,0,-45800,2015-01-08,Parked Car,Minor Damage,NC,Northbrook,5,1,NO,1,2,2160,480,240,1440,Toyota,Corolla,2004,N
41,26,2006-03-28,IL,1000,1383.13,0,FEMALE,JD,prof-specialty,own-child,46700,0,2015-02-28,Vehicle Theft,Trivial Damage,SC,Riverwood,12,1,YES,1,1,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N
316,45,2013-12-23,IL,2000,1290.74,5000000,FEMALE,High School,prof-specialty,husband,58300,0,2015-02-12,Multi-vehicle Collision,Major Damage,VA,Springfield,6,3,NO,2,0,78870,7170,14340,57360,Suburu,Legacy,2013,N
285,47,1991-09-30,IN,1000,1216.68,0,FEMALE,Masters,sales,other-relative,55100,0,2015-01-06,Vehicle Theft,Trivial Damage,SC,Columbus,8,1,NO,1,1,2700,300,300,2100,Ford,F150,2013,N
379,54,2001-12-27,IL,500,1251.16,0,FEMALE,Associate,machine-op-inspct,not-in-family,41400,0,2015-02-15,Single Vehicle Collision,Total Loss,WV,Riverwood,14,1,?,0,1,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N
15,34,2005-04-07,IN,2000,1586.41,0,FEMALE,High School,sales,other-relative,33500,-58900,2015-01-20,Single Vehicle Collision,Major Damage,WV,Northbrook,10,1,YES,1,3,75570,6870,13740,54960,BMW,X5,2010,Y
354,48,2003-04-08,IL,2000,1526.11,5000000,FEMALE,Masters,sales,unmarried,0,0,2015-01-03,Single Vehicle Collision,Minor Damage,SC,Columbus,12,1,?,2,3,90240,15040,15040,60160,Chevrolet,Malibu,1995,N
342,53,2005-11-14,IN,1000,1028.44,0,FEMALE,College,prof-specialty,not-in-family,0,0,2015-01-26,Single Vehicle Collision,Major Damage,SC,Springfield,12,1,?,0,0,80960,14720,7360,58880,Accura,MDX,2000,N
169,38,2005-01-07,IL,1000,1555.94,0,MALE,PhD,craft-repair,own-child,23300,0,2015-01-25,Multi-vehicle Collision,Total Loss,VA,Riverwood,12,3,NO,1,3,79080,6590,13180,59310,Mercedes,C300,2012,N
339,49,1994-02-14,IN,2000,1570.77,0,MALE,JD,adm-clerical,not-in-family,98800,-65300,2015-01-18,Vehicle Theft,Minor Damage,SC,Columbus,13,1,NO,0,3,6820,1240,620,4960,Mercedes,ML350,2009,N
259,42,1996-01-23,OH,2000,1170.53,0,FEMALE,PhD,armed-forces,wife,65000,-49200,2015-01-12,Multi-vehicle Collision,Total Loss,WV,Northbend,17,3,NO,1,2,62590,5690,11380,45520,Nissan,Pathfinder,2006,N
65,23,1999-12-12,OH,1000,1099.95,0,FEMALE,College,sales,wife,0,-71900,2015-01-15,Single Vehicle Collision,Major Damage,NY,Arlington,14,1,NO,1,0,52400,6550,6550,39300,Accura,MDX,2005,Y
254,46,2004-07-15,IL,2000,1472.43,0,MALE,MD,tech-support,husband,0,-90600,2015-01-10,Multi-vehicle Collision,Major Damage,WV,Arlington,3,3,?,1,3,63580,5780,11560,46240,Volkswagen,Jetta,2004,N
440,55,2012-11-07,IL,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,2015-01-23,Multi-vehicle Collision,Minor Damage,NY,Riverwood,18,3,YES,2,1,61400,6140,6140,49120,Nissan,Ultima,1995,N
478,63,2009-06-29,IL,1000,1292.3,0,MALE,High School,adm-clerical,own-child,47600,0,2015-02-21,Parked Car,Minor Damage,VA,Northbend,5,1,YES,1,3,4700,940,470,3290,Dodge,Neon,2007,Y
230,44,2000-06-26,IN,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,45400,-39400,2015-02-17,Single Vehicle Collision,Total Loss,SC,Riverwood,19,1,NO,0,2,74140,13480,13480,47180,BMW,X5,2015,N
138,30,2002-01-09,OH,500,1093.07,4000000,FEMALE,PhD,other-service,wife,27700,-72400,2015-01-06,Single Vehicle Collision,Major Damage,VA,Hillsdale,0,1,?,2,2,83160,6930,13860,62370,Volkswagen,Jetta,2011,N
239,41,2013-11-11,OH,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,2015-02-18,Parked Car,Trivial Damage,NC,Arlington,22,1,?,0,2,10790,1660,830,8300,Mercedes,E400,2013,N
93,31,2008-01-14,IL,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,0,0,2015-02-17,Multi-vehicle Collision,Major Damage,NC,Arlington,21,3,YES,1,3,48070,8740,8740,30590,Saab,92x,2014,N
37,25,2003-03-04,OH,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,49300,0,2015-01-24,Multi-vehicle Collision,Minor Damage,SC,Northbrook,4,3,YES,0,0,51030,5670,11340,34020,Suburu,Impreza,1996,N
254,40,1994-06-07,IN,500,1927.87,0,MALE,MD,prof-specialty,husband,0,0,2015-01-21,Single Vehicle Collision,Minor Damage,VA,Arlington,10,1,YES,0,1,43280,0,5410,37870,Honda,Civic,1996,Y
131,29,2013-07-04,IN,1000,978.27,0,FEMALE,Associate,sales,own-child,65700,0,2015-02-03,Single Vehicle Collision,Major Damage,SC,Hillsdale,5,1,?,1,3,76400,15280,7640,53480,Suburu,Forrestor,2003,N
230,43,2002-06-30,IN,2000,1221.14,0,MALE,MD,prof-specialty,wife,48100,0,2015-01-07,Single Vehicle Collision,Total Loss,VA,Hillsdale,13,1,?,0,2,75460,13720,13720,48020,Audi,A5,2002,N
313,50,2004-06-30,OH,2000,1255.62,0,MALE,MD,armed-forces,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Major Damage,OH,Northbrook,18,3,YES,2,1,69000,13800,6900,48300,Ford,F150,1995,Y
210,38,1998-12-19,IN,500,999.52,0,MALE,JD,tech-support,other-relative,0,0,2015-01-13,Vehicle Theft,Minor Damage,VA,Springfield,6,1,?,1,2,8640,1440,720,6480,Accura,TL,2008,N
101,29,2014-08-31,OH,500,1380.89,0,MALE,PhD,armed-forces,own-child,30000,-53000,2015-02-28,Multi-vehicle Collision,Minor Damage,SC,Arlington,0,3,?,2,1,67210,12220,12220,42770,BMW,X6,1996,N
153,37,2005-11-10,IN,500,1010.77,0,MALE,High School,transport-moving,unmarried,52300,-55600,2015-01-16,Multi-vehicle Collision,Total Loss,NC,Arlington,5,3,?,0,3,42500,4250,4250,34000,Volkswagen,Jetta,1999,N
337,53,2000-05-04,OH,500,1205.86,0,MALE,Associate,armed-forces,wife,0,-34600,2015-02-01,Single Vehicle Collision,Minor Damage,SC,Arlington,8,1,YES,0,1,86400,14400,7200,64800,Accura,RSX,2001,N
360,51,2001-11-26,IL,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,2015-01-30,Vehicle Theft,Minor Damage,SC,Hillsdale,5,1,YES,2,2,4620,840,840,2940,Dodge,RAM,2009,Y
428,53,2014-05-06,IL,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,0,0,2015-02-16,Parked Car,Trivial Damage,NC,Springfield,9,1,YES,2,2,6930,630,1260,5040,Honda,CRV,2013,N
204,40,1991-01-27,IL,500,1256.2,0,FEMALE,JD,sales,not-in-family,0,0,2015-01-07,Multi-vehicle Collision,Minor Damage,SC,Northbend,10,3,YES,1,2,41700,8340,8340,25020,Saab,95,2013,N
364,51,1992-04-28,IL,500,1268.35,0,MALE,Masters,transport-moving,wife,0,0,2015-01-10,Single Vehicle Collision,Major Damage,NY,Northbrook,16,1,YES,2,1,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y
185,35,2000-03-04,IN,2000,1421.59,0,MALE,College,other-service,own-child,0,0,2015-01-31,Vehicle Theft,Trivial Damage,WV,Arlington,8,1,?,2,3,4950,900,450,3600,Ford,F150,2011,N
63,26,1995-10-12,IL,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,0,-36500,2015-02-13,Vehicle Theft,Minor Damage,NC,Northbrook,5,1,NO,0,2,5160,860,860,3440,Accura,TL,2004,N
210,35,2014-04-25,IL,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,0,-19500,2015-02-22,Multi-vehicle Collision,Total Loss,WV,Riverwood,11,3,NO,2,1,24570,2730,2730,19110,Saab,95,2006,Y
194,38,2011-01-26,IN,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,46500,0,2015-01-08,Multi-vehicle Collision,Minor Damage,WV,Arlington,15,3,?,1,0,53680,4880,9760,39040,Toyota,Camry,2011,N
294,49,1996-01-26,IN,500,1135.43,0,MALE,Masters,farming-fishing,own-child,22700,0,2015-02-04,Multi-vehicle Collision,Total Loss,WV,Columbus,23,3,YES,1,1,42900,3900,3900,35100,Chevrolet,Malibu,2010,N
272,41,1991-04-08,OH,2000,945.73,5000000,MALE,MD,protective-serv,wife,38600,-42800,2015-02-04,Single Vehicle Collision,Minor Damage,NY,Arlington,23,1,NO,0,0,84100,16820,8410,58870,Ford,Escape,2009,Y
27,27,2002-06-29,IN,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,0,-55800,2015-02-26,Single Vehicle Collision,Total Loss,NY,Northbrook,23,1,?,1,3,61560,6840,6840,47880,Ford,Fusion,2008,N
251,39,1999-04-09,IN,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,0,-31700,2015-01-08,Single Vehicle Collision,Minor Damage,NY,Hillsdale,10,1,YES,0,0,44240,5530,5530,33180,Dodge,RAM,1997,N
180,33,2009-04-19,IN,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,58100,-49000,2015-02-15,Multi-vehicle Collision,Minor Damage,VA,Columbus,12,4,?,2,3,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,N
392,50,1991-08-22,OH,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,2015-01-14,Single Vehicle Collision,Minor Damage,WV,Springfield,4,1,NO,2,2,108030,16620,16620,74790,Saab,92x,2002,N
143,30,1991-11-28,IN,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,0,-65700,2015-01-12,Single Vehicle Collision,Minor Damage,SC,Riverwood,16,1,NO,2,0,54300,10860,5430,38010,Toyota,Highlander,2010,N
371,54,2012-04-27,IN,2000,1317.97,0,MALE,High School,craft-repair,wife,34700,-81000,2015-01-18,Multi-vehicle Collision,Major Damage,SC,Columbus,18,3,?,1,2,32280,5380,5380,21520,Ford,Fusion,2010,Y
292,42,2007-03-04,IN,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,0,-53800,2015-01-15,Multi-vehicle Collision,Total Loss,WV,Riverwood,15,3,YES,1,1,84600,16920,8460,59220,Chevrolet,Malibu,2007,N
165,35,2012-12-31,IL,500,900.02,6000000,MALE,College,craft-repair,own-child,0,-49900,2015-02-24,Single Vehicle Collision,Total Loss,SC,Springfield,8,1,NO,1,3,69700,6970,6970,55760,BMW,3 Series,2008,N
158,33,2013-12-21,OH,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,0,0,2015-02-07,Multi-vehicle Collision,Total Loss,WV,Springfield,4,3,NO,0,1,36400,3640,7280,25480,Volkswagen,Jetta,1998,N
241,39,2005-04-28,OH,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,0,-54900,2015-02-22,Multi-vehicle Collision,Minor Damage,SC,Northbrook,20,3,NO,0,2,37520,4690,4690,28140,Jeep,Wrangler,2010,N
103,33,1994-09-17,OH,2000,1021.14,0,FEMALE,Masters,other-service,wife,69500,-47700,2015-01-19,Multi-vehicle Collision,Major Damage,NY,Northbend,1,3,NO,2,3,79090,14380,14380,50330,Dodge,RAM,2014,N
402,54,2003-08-16,OH,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,48000,-79600,2015-02-28,Single Vehicle Collision,Major Damage,NY,Springfield,19,1,NO,0,2,67770,7530,15060,45180,Mercedes,ML350,2013,Y
102,32,2014-09-02,OH,500,1537.07,3000000,MALE,JD,tech-support,wife,0,0,2015-02-04,Single Vehicle Collision,Total Loss,OH,Northbend,11,1,NO,1,0,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y
182,40,2011-12-12,IN,1000,1022.42,0,MALE,PhD,other-service,husband,50000,-56900,2015-02-17,Single Vehicle Collision,Total Loss,SC,Northbend,13,1,YES,0,2,71100,7110,14220,49770,Audi,A3,2008,N
282,46,1991-08-17,OH,2000,1558.86,0,MALE,MD,other-service,wife,51100,-75100,2015-02-17,Single Vehicle Collision,Minor Damage,NY,Springfield,2,1,?,2,2,69400,13880,6940,48580,BMW,M5,2012,N
222,39,2004-02-29,OH,500,1757.87,0,MALE,High School,transport-moving,not-in-family,71400,0,2015-01-17,Multi-vehicle Collision,Major Damage,SC,Northbrook,9,3,YES,2,1,55000,5000,10000,40000,Saab,93,1996,Y
415,52,2015-02-22,IN,1000,973.5,0,MALE,PhD,machine-op-inspct,not-in-family,50400,0,2015-02-02,Multi-vehicle Collision,Total Loss,WV,Arlington,15,2,YES,1,3,51090,7860,7860,35370,Toyota,Highlander,2003,N
51,34,2013-12-25,OH,500,1430.8,0,MALE,PhD,machine-op-inspct,unmarried,0,0,2015-02-12,Single Vehicle Collision,Major Damage,NY,Springfield,23,1,?,2,3,64200,6420,19260,38520,Honda,Civic,2007,Y
255,45,1990-10-13,IL,500,1192.27,0,MALE,High School,sales,own-child,0,-40200,2015-01-04,Single Vehicle Collision,Total Loss,NC,Riverwood,16,1,NO,2,0,67320,12240,12240,42840,Ford,Fusion,2006,N
143,31,2014-07-05,IL,500,1163.83,0,MALE,Associate,protective-serv,husband,37700,0,2015-02-21,Multi-vehicle Collision,Major Damage,NC,Arlington,21,4,YES,2,0,76120,6920,13840,55360,Audi,A5,1999,N
130,28,1991-11-25,OH,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,0,-38500,2015-01-23,Multi-vehicle Collision,Minor Damage,SC,Hillsdale,21,2,YES,2,1,85020,13080,13080,58860,Ford,Fusion,2010,N
242,41,1990-10-02,OH,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,0,-57000,2015-02-12,Multi-vehicle Collision,Minor Damage,NY,Northbrook,3,3,NO,0,1,68090,12380,12380,43330,Toyota,Corolla,2009,N
96,27,2009-02-17,IL,1000,1631.1,0,FEMALE,High School,priv-house-serv,wife,0,0,2015-01-23,Parked Car,Trivial Damage,WV,Arlington,4,1,?,1,2,6030,670,670,4690,Nissan,Pathfinder,2007,N
180,35,2005-07-17,IL,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,0,-55800,2015-02-10,Vehicle Theft,Minor Damage,OH,Springfield,17,1,?,1,3,5100,1020,510,3570,Chevrolet,Malibu,2000,N
150,30,1994-03-12,IN,1000,1677.26,0,MALE,College,sales,own-child,40100,0,2015-01-10,Vehicle Theft,Trivial Damage,WV,Springfield,7,1,YES,1,3,4590,510,510,3570,Volkswagen,Jetta,2013,N
463,59,1994-08-03,IL,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,51700,0,2015-02-12,Multi-vehicle Collision,Major Damage,SC,Columbus,14,2,?,1,2,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y
472,64,2012-08-25,IN,500,989.24,0,MALE,Masters,other-service,not-in-family,0,0,2015-02-21,Single Vehicle Collision,Major Damage,NY,Northbrook,13,1,NO,2,3,70900,14180,7090,49630,Mercedes,ML350,2002,N
75,25,2011-12-02,IL,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,0,0,2015-01-18,Multi-vehicle Collision,Total Loss,WV,Springfield,23,2,?,2,3,65100,6510,6510,52080,Saab,93,2011,N
193,40,2005-02-25,OH,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,0,0,2015-02-28,Multi-vehicle Collision,Total Loss,PA,Hillsdale,23,3,?,2,1,64260,0,14280,49980,Ford,Escape,1999,N
43,43,1997-11-07,IL,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,0,0,2015-01-19,Single Vehicle Collision,Major Damage,WV,Arlington,16,1,?,2,1,79970,7270,21810,50890,Honda,CRV,1996,Y
253,41,2004-04-20,IN,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,36600,0,2015-01-11,Single Vehicle Collision,Total Loss,SC,Northbrook,17,1,NO,2,0,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N
152,30,2009-11-17,IN,500,1448.54,0,FEMALE,JD,craft-repair,wife,58600,0,2015-02-11,Single Vehicle Collision,Major Damage,VA,Northbrook,9,1,YES,1,1,84590,7690,7690,69210,Toyota,Highlander,2000,Y
160,38,2009-09-19,OH,500,1733.56,0,MALE,High School,sales,wife,0,-43800,2015-01-09,Multi-vehicle Collision,Major Damage,SC,Hillsdale,13,3,NO,2,1,66780,7420,14840,44520,Mercedes,ML350,1996,N
56,36,2009-11-08,IN,500,1533.07,0,MALE,JD,farming-fishing,own-child,0,-28800,2015-01-20,Single Vehicle Collision,Major Damage,NC,Springfield,13,1,YES,1,2,58500,0,6500,52000,Ford,Escape,2001,N
286,41,2001-09-12,IL,500,1106.77,0,FEMALE,College,prof-specialty,other-relative,45500,-62500,2015-02-26,Parked Car,Trivial Damage,WV,Columbus,3,1,?,2,0,5000,500,500,4000,Dodge,RAM,2003,N
3,29,1992-11-27,IL,500,995.7,5000000,FEMALE,JD,priv-house-serv,unmarried,0,0,2015-02-02,Parked Car,Trivial Damage,PA,Springfield,3,1,?,2,1,5000,500,1000,3500,Mercedes,E400,2008,Y
286,41,1998-12-07,IL,1000,1298.85,6000000,FEMALE,High School,sales,other-relative,71300,-70300,2015-01-04,Multi-vehicle Collision,Major Damage,NY,Columbus,16,3,?,1,3,54450,6050,12100,36300,Saab,92x,2007,N
239,38,1990-08-25,OH,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,other-relative,0,0,2015-02-19,Multi-vehicle Collision,Major Damage,WV,Northbrook,12,3,NO,1,3,61920,6880,6880,48160,Saab,93,2003,N
64,29,2011-10-22,OH,2000,1202.28,0,MALE,High School,exec-managerial,other-relative,0,-61400,2015-01-12,Single Vehicle Collision,Minor Damage,VA,Hillsdale,4,1,?,1,2,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y
98,31,1990-02-01,IN,500,671.92,0,MALE,Masters,machine-op-inspct,wife,0,-26400,2015-01-24,Single Vehicle Collision,Minor Damage,NC,Riverwood,3,1,?,2,0,64080,7120,7120,49840,Ford,Escape,1997,N
16,35,1990-11-27,IL,1000,1358.03,0,MALE,JD,sales,own-child,59300,-31400,2015-02-17,Single Vehicle Collision,Total Loss,SC,Hillsdale,0,1,NO,2,1,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y
70,27,2004-07-16,IN,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,own-child,46000,0,2015-01-13,Vehicle Theft,Trivial Damage,WV,Columbus,19,1,NO,2,3,4400,0,550,3850,Toyota,Camry,2000,N
75,27,1993-12-10,OH,1000,1141.1,0,MALE,JD,armed-forces,other-relative,0,0,2015-02-28,Multi-vehicle Collision,Minor Damage,SC,Hillsdale,15,2,?,0,1,71640,5970,11940,53730,Toyota,Highlander,2008,N
246,44,1995-03-08,OH,1000,1397.0,0,MALE,High School,machine-op-inspct,not-in-family,0,0,2015-01-03,Single Vehicle Collision,Minor Damage,NY,Arlington,6,1,NO,1,0,61740,6860,6860,48020,Accura,MDX,1997,N
